**********************
Windows PowerShell transcript start
Start time: 20190309103618
Username: PC_NTMS20\Administrator
RunAs User: PC_NTMS20\Administrator
Machine: PC_NTMS20 (Microsoft Windows NT 6.2.9200.0)
Host Application: C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe
Process ID: 3400
**********************
Transcript started, output file is C:\Users\Administrator\Documents\PowerShell_transcript.PC_NTMS20.SgcNLS+U.201903091036
18.txt

PS C:\Windows\System32> Get-Service

Status   Name               DisplayName
                                                                                                               2.11328125
                                                                                                               2.19140625
                                                                                                               2.23046875
                                                                                                               2.25390625
                                                                                                               3.48046875
                                                                                                               3.66796875
                                                                                                               4.13671875
                                                                                                                4.7578125
                                                                                                               4.76953125
                                                                                                               4.95703125
                                                                                                                5.2578125
                                                                                                                 5.609375
                                                                                                                 5.796875
                                                                                                                6.3984375
                                                                                                                  7.09375
                                                                                                              10.34765625
                                                                                                              10.46484375
                                                                                                              11.70703125
                                                                                                                12.515625
                                                                                                              12.66796875
                                                                                                                12.703125
                                                                                                              12.77734375
                                                                                                               13.3828125
                                                                                                              16.59765625
                                                                                                               16.8359375
                                                                                                              17.31640625
                                                                                                                23.796875
                                                                                                              24.51953125
                                                                                                               24.6640625
                                                                                                              24.67578125
                                                                                                                24.734375
                                                                                                                25.421875
                                                                                                               26.8203125
                                                                                                               31.6953125
                                                                                                               40.7421875
                                                                                                                    51.25
                                                                                                               51.5390625
                                                                                                              52.34765625
                                                                                                                 54.53125
                                                                                                                59.359375
                                                                                                               59.4921875
                                                                                                                65.765625
                                                                                                             164.12890625
                                                                                                             403.39453125



PS C:\Windows\System32> Get-Process|select @{label= "PM";expression={$_.PM/1MB}}|Sort-Object -Property "PM" -Descending

                                                                                                                       PM
                                                                                                                       --
                                                                                                             391.44140625
                                                                                                              163.8828125
                                                                                                              65.64453125
                                                                                                               59.4921875
                                                                                                                59.359375
                                                                                                                 54.53125
                                                                                                              52.34765625
                                                                                                                51.484375
                                                                                                                    51.25
                                                                                                              40.66796875
                                                                                                               36.2890625
                                                                                                               31.6953125
                                                                                                                25.421875
                                                                                                              25.08203125
                                                                                                                24.734375
                                                                                                               24.6640625
                                                                                                               24.3671875
                                                                                                                23.796875
                                                                                                              17.31640625
                                                                                                               16.8359375
                                                                                                              16.59765625
                                                                                                               13.3828125
                                                                                                              12.87109375
                                                                                                                 12.71875
                                                                                                                12.703125
                                                                                                                12.515625
                                                                                                              11.70703125
                                                                                                               10.3828125
                                                                                                              10.34765625
                                                                                                               7.14453125
                                                                                                                6.4609375
                                                                                                               5.86328125
                                                                                                               5.66015625
                                                                                                                5.2578125
                                                                                                               4.95703125
                                                                                                               4.82421875
                                                                                                               4.76953125
                                                                                                                4.0859375
                                                                                                               3.66796875
                                                                                                               3.48046875
                                                                                                               2.25390625
                                                                                                               2.19140625
                                                                                                               2.11328125
                                                                                                               2.01953125
                                                                                                               1.95703125
                                                                                                               1.87890625
                                                                                                               1.80859375
                                                                                                                1.7734375
                                                                                                               1.76171875
                                                                                                                 1.609375
                                                                                                               1.60546875
                                                                                                                   1.5625
                                                                                                                  1.46875
                                                                                                               1.44921875
                                                                                                                 1.359375
                                                                                                               1.35546875
                                                                                                                   1.3125
                                                                                                                1.2734375
                                                                                                                     1.25
                                                                                                               1.13671875
                                                                                                                  0.96875
                                                                                                                0.2734375
                                                                                                               0.10546875
                                                                                                                        0



PS C:\Windows\System32> Get-Process|select @{label= "PM";expression={$_.PM/1MB}}|Sort-Object -Property "PM" -Descending|SELECT -First 10

                                                                                                                       PM
                                                                                                                       --
                                                                                                             396.69140625
                                                                                                             196.12890625
                                                                                                                  164.375
                                                                                                              65.76171875
                                                                                                              60.00390625
                                                                                                                59.359375
                                                                                                                 54.53125
                                                                                                              52.34765625
                                                                                                              51.56640625
                                                                                                                    51.25



PS C:\Windows\System32> Get-Process|select @{label= "PM";expression={$_.PM/1MB},*}
At line:1 char:57
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB},*}
+                                                         ~
Missing expression after ','.

At line:1 char:58
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB},*}
+                                                          ~
You must provide a value expression following the '*' operator.


    + CategoryInfo          : ParserError: (:) [], ParentContainsErrorRecordException
    + FullyQualifiedErrorId : MissingExpressionAfterToken


PS C:\Windows\System32> Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (AnyDesk):PSObject) [Select-Object], PSArgum
   entException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand



PM                         : 11.70703125
__NounName                 : Process
Name                       : AnyDesk
Handles                    : 240
VM                         : 83963904
WS                         : 17649664
NPM                        : 18224
Path                       : C:\Program Files (x86)\AnyDesk\AnyDesk.exe
Company                    : philandro Software GmbH
CPU                        : 0.359375
FileVersion                : 4.2.3.0
ProductVersion             : 4.2
Description                : AnyDesk
Product                    : AnyDesk
Id                         : 3780
PriorityClass              : High
HandleCount                : 240
WorkingSet                 : 17649664
PagedMemorySize            : 12275712
PrivateMemorySize          : 12275712
VirtualMemorySize          : 83963904
TotalProcessorTime         : 00:00:00.3593750
BasePriority               : 13
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3952
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (AnyDesk.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (AnyDesk.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (wow64.dll), System.Diagnostics.ProcessModule
                             (wow64win.dll)...}
NonpagedSystemMemorySize   : 18224
NonpagedSystemMemorySize64 : 18224
PagedMemorySize64          : 12275712
PagedSystemMemorySize      : 151152
PagedSystemMemorySize64    : 151152
PeakPagedMemorySize        : 15953920
PeakPagedMemorySize64      : 15953920
PeakWorkingSet             : 18706432
PeakWorkingSet64           : 18706432
PeakVirtualMemorySize      : 111861760
PeakVirtualMemorySize64    : 111861760
PriorityBoostEnabled       : True
PrivateMemorySize64        : 12275712
PrivilegedProcessorTime    : 00:00:00.0937500
ProcessName                : AnyDesk
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 0
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 2:26:12 PM
SynchronizingObject        :
Threads                    : {32, 3996, 4576, 1908...}
UserProcessorTime          : 00:00:00.2656250
VirtualMemorySize64        : 83963904
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 17649664
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 1.44921875
__NounName                 : Process
Name                       : chrome
Handles                    : 92
VM                         : 82587648
WS                         : 6144000
NPM                        : 8944
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 0.03125
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 792
PriorityClass              : Normal
HandleCount                : 92
WorkingSet                 : 6144000
PagedMemorySize            : 1519616
PrivateMemorySize          : 1519616
VirtualMemorySize          : 82587648
TotalProcessorTime         : 00:00:00.0312500
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2688
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 8944
NonpagedSystemMemorySize64 : 8944
PagedMemorySize64          : 1519616
PagedSystemMemorySize      : 153072
PagedSystemMemorySize64    : 153072
PeakPagedMemorySize        : 2265088
PeakPagedMemorySize64      : 2265088
PeakWorkingSet             : 6144000
PeakWorkingSet64           : 6144000
PeakVirtualMemorySize      : 82587648
PeakVirtualMemorySize64    : 2199105843200
PriorityBoostEnabled       : True
PrivateMemorySize64        : 1519616
PrivilegedProcessorTime    : 00:00:00.0156250
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:42:12 AM
SynchronizingObject        :
Threads                    : {3896, 3616}
UserProcessorTime          : 00:00:00.0156250
VirtualMemorySize64        : 2199105843200
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 6144000
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 12.515625
__NounName                 : Process
Name                       : chrome
Handles                    : 382
VM                         : 254160896
WS                         : 27443200
NPM                        : 21264
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 1.625
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 1008
PriorityClass              : Normal
HandleCount                : 382
WorkingSet                 : 27443200
PagedMemorySize            : 13123584
PrivateMemorySize          : 13123584
VirtualMemorySize          : 254160896
TotalProcessorTime         : 00:00:01.6250000
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3112
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 21264
NonpagedSystemMemorySize64 : 21264
PagedMemorySize64          : 13123584
PagedSystemMemorySize      : 452288
PagedSystemMemorySize64    : 452288
PeakPagedMemorySize        : 13697024
PeakPagedMemorySize64      : 13697024
PeakWorkingSet             : 28348416
PeakWorkingSet64           : 28348416
PeakVirtualMemorySize      : 277319680
PeakVirtualMemorySize64    : 2199300575232
PriorityBoostEnabled       : True
PrivateMemorySize64        : 13123584
PrivilegedProcessorTime    : 00:00:00.5000000
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:42:12 AM
SynchronizingObject        :
Threads                    : {4912, 4320, 404, 3308...}
UserProcessorTime          : 00:00:01.1250000
VirtualMemorySize64        : 2199277416448
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 27443200
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 51.56640625
__NounName                 : Process
Name                       : chrome
Handles                    : 1180
VM                         : 423526400
WS                         : 90603520
NPM                        : 54016
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 12.59375
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 1444
PriorityClass              : Normal
HandleCount                : 1180
WorkingSet                 : 90603520
PagedMemorySize            : 54071296
PrivateMemorySize          : 54071296
VirtualMemorySize          : 423526400
TotalProcessorTime         : 00:00:12.5937500
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3992
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 66162
MainWindowTitle            : Stop-Process - Google Chrome
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 54016
NonpagedSystemMemorySize64 : 54016
PagedMemorySize64          : 54071296
PagedSystemMemorySize      : 657216
PagedSystemMemorySize64    : 657216
PeakPagedMemorySize        : 90947584
PeakPagedMemorySize64      : 90947584
PeakWorkingSet             : 121831424
PeakWorkingSet64           : 121831424
PeakVirtualMemorySize      : 504582144
PeakVirtualMemorySize64    : 2199527837696
PriorityBoostEnabled       : True
PrivateMemorySize64        : 54071296
PrivilegedProcessorTime    : 00:00:02.6562500
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:42:12 AM
SynchronizingObject        :
Threads                    : {2752, 4004, 4772, 2580...}
UserProcessorTime          : 00:00:09.9375000
VirtualMemorySize64        : 2199446781952
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 90603520
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 31.6953125
__NounName                 : Process
Name                       : chrome
Handles                    : 387
VM                         : 401924096
WS                         : 104009728
NPM                        : 46672
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 242.125
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 1452
PriorityClass              : Normal
HandleCount                : 387
WorkingSet                 : 104009728
PagedMemorySize            : 33234944
PrivateMemorySize          : 33234944
VirtualMemorySize          : 401924096
TotalProcessorTime         : 00:04:02.1250000
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2848
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 46672
NonpagedSystemMemorySize64 : 46672
PagedMemorySize64          : 33234944
PagedSystemMemorySize      : 574840
PagedSystemMemorySize64    : 574840
PeakPagedMemorySize        : 142778368
PeakPagedMemorySize64      : 142778368
PeakWorkingSet             : 110084096
PeakWorkingSet64           : 110084096
PeakVirtualMemorySize      : 409202688
PeakVirtualMemorySize64    : 2199432458240
PriorityBoostEnabled       : True
PrivateMemorySize64        : 33234944
PrivilegedProcessorTime    : 00:01:06.0937500
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:42:12 AM
SynchronizingObject        :
Threads                    : {2892, 4968, 1280, 1052...}
UserProcessorTime          : 00:02:56.0312500
VirtualMemorySize64        : 2199425179648
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 104009728
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 24.734375
__NounName                 : Process
Name                       : chrome
Handles                    : 256
VM                         : 419299328
WS                         : 43892736
NPM                        : 22880
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 0.59375
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 2508
PriorityClass              : Idle
HandleCount                : 256
WorkingSet                 : 43892736
PagedMemorySize            : 25935872
PrivateMemorySize          : 25935872
VirtualMemorySize          : 419299328
TotalProcessorTime         : 00:00:00.5937500
BasePriority               : 4
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 2320
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 22880
NonpagedSystemMemorySize64 : 22880
PagedMemorySize64          : 25935872
PagedSystemMemorySize      : 420568
PagedSystemMemorySize64    : 420568
PeakPagedMemorySize        : 27197440
PeakPagedMemorySize64      : 27197440
PeakWorkingSet             : 45735936
PeakWorkingSet64           : 45735936
PeakVirtualMemorySize      : 424820736
PeakVirtualMemorySize64    : 2199448076288
PriorityBoostEnabled       : True
PrivateMemorySize64        : 25935872
PrivilegedProcessorTime    : 00:00:00.1406250
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:42:13 AM
SynchronizingObject        :
Threads                    : {3280, 3296, 3508, 1232...}
UserProcessorTime          : 00:00:00.4531250
VirtualMemorySize64        : 2199442554880
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 43892736
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 51.25
__NounName                 : Process
Name                       : chrome
Handles                    : 322
VM                         : 658300928
WS                         : 82608128
NPM                        : 34912
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 1.5
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 2684
PriorityClass              : Idle
HandleCount                : 322
WorkingSet                 : 82608128
PagedMemorySize            : 53739520
PrivateMemorySize          : 53739520
VirtualMemorySize          : 658300928
TotalProcessorTime         : 00:00:01.5000000
BasePriority               : 4
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 648
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 34912
NonpagedSystemMemorySize64 : 34912
PagedMemorySize64          : 53739520
PagedSystemMemorySize      : 527192
PagedSystemMemorySize64    : 527192
PeakPagedMemorySize        : 64249856
PeakPagedMemorySize64      : 64249856
PeakWorkingSet             : 99119104
PeakWorkingSet64           : 99119104
PeakVirtualMemorySize      : 711704576
PeakVirtualMemorySize64    : 2199734960128
PriorityBoostEnabled       : True
PrivateMemorySize64        : 53739520
PrivilegedProcessorTime    : 00:00:00.1875000
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:49:53 AM
SynchronizingObject        :
Threads                    : {1608, 2536, 3292, 608...}
UserProcessorTime          : 00:00:01.3125000
VirtualMemorySize64        : 2199681556480
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 82608128
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 54.53125
__NounName                 : Process
Name                       : chrome
Handles                    : 433
VM                         : 693817344
WS                         : 86073344
NPM                        : 37600
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 248.390625
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 3608
PriorityClass              : Idle
HandleCount                : 433
WorkingSet                 : 86073344
PagedMemorySize            : 57180160
PrivateMemorySize          : 57180160
VirtualMemorySize          : 693817344
TotalProcessorTime         : 00:04:08.3906250
BasePriority               : 4
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3228
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
Modules                    : {System.Diagnostics.ProcessModule (chrome.exe), System.Diagnostics.ProcessModule
                             (ntdll.dll), System.Diagnostics.ProcessModule (KERNEL32.DLL),
                             System.Diagnostics.ProcessModule (KERNELBASE.dll)...}
NonpagedSystemMemorySize   : 37600
NonpagedSystemMemorySize64 : 37600
PagedMemorySize64          : 57180160
PagedSystemMemorySize      : 602192
PagedSystemMemorySize64    : 602192
PeakPagedMemorySize        : 64692224
PeakPagedMemorySize64      : 64692224
PeakWorkingSet             : 115654656
PeakWorkingSet64           : 115654656
PeakVirtualMemorySize      : 796622848
PeakVirtualMemorySize64    : 2199819878400
PriorityBoostEnabled       : True
PrivateMemorySize64        : 57180160
PrivilegedProcessorTime    : 00:00:05.7968750
ProcessName                : chrome
ProcessorAffinity          : 15
Responding                 : True
SessionId                  : 9
StartInfo                  : System.Diagnostics.ProcessStartInfo
StartTime                  : 3/9/2019 10:43:21 AM
SynchronizingObject        :
Threads                    : {2576, 2996, 4104, 4356...}
UserProcessorTime          : 00:04:02.5937500
VirtualMemorySize64        : 2199717072896
EnableRaisingEvents        : False
StandardInput              :
StandardOutput             :
StandardError              :
WorkingSet64               : 86073344
Site                       :
Container                  :

select : The property cannot be processed because the property "PM" already exists.
At line:1 char:13
+ Get-Process|select @{label= "PM";expression={$_.PM/1MB}},*
+             ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Diagnostics.Process (chrome):PSObject) [Select-Object], PSArgume
   ntException
    + FullyQualifiedErrorId : AlreadyExistingUserSpecifiedPropertyNoExpand,Microsoft.PowerShell.Commands.SelectObjectCom
   mand

PM                         : 59.359375
__NounName                 : Process
Name                       : chrome
Handles                    : 500
VM                         : 753537024
WS                         : 110968832
NPM                        : 49632
Path                       : C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
Company                    : Google Inc.
CPU                        : 91.5
FileVersion                : 72.0.3626.119
ProductVersion             : 72.0.3626.119
Description                : Google Chrome
Product                    : Google Chrome
Id                         : 3712
PriorityClass              : Normal
HandleCount                : 500
WorkingSet                 : 110968832
PagedMemorySize            : 62242816
PrivateMemorySize          : 62242816
VirtualMemorySize          : 753537024
TotalProcessorTime         : 00:01:31.5000000
BasePriority               : 8
ExitCode                   :
HasExited                  : False
ExitTime                   :
Handle                     : 3800
SafeHandle                 : Microsoft.Win32.SafeHandles.SafeProcessHandle
MachineName                : .
MainWindowHandle           : 0
MainWindowTitle            :
MainModule                 : System.Diagnostics.ProcessModule (chrome.exe)
MaxWorkingSet              : 1413120
MinWorkingSet              : 204800
